"","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop"
"2256_2014noon.25.80920","roe",25,25,"2256_2014",2256,"f","day",182,11,118,19,34,45,137,30,152,0.0604395604395604,0.648351648351648,0.104395604395604,0.186813186813187,0.247252747252747,0.752747252747253,0.164835164835165,0.835164835164835
"2259_2013midnight.25.81286","roe",25,25,"2259_2013",2259,"f","night",185,170,3,4,8,178,7,174,11,0.918918918918919,0.0162162162162162,0.0216216216216216,0.0432432432432432,0.962162162162162,0.0378378378378378,0.940540540540541,0.0594594594594595
"2259_2013noon.25.81287","roe",25,25,"2259_2013",2259,"f","day",184,54,48,13,69,123,61,67,117,0.293478260869565,0.260869565217391,0.0706521739130435,0.375,0.668478260869565,0.331521739130435,0.364130434782609,0.635869565217391
"2259_2014midnight.25.81655","roe",25,25,"2259_2014",2259,"f","night",185,175,1,0,9,184,1,175,10,0.945945945945946,0.00540540540540541,0,0.0486486486486487,0.994594594594595,0.00540540540540541,0.945945945945946,0.0540540540540541
"2259_2014noon.25.81656","roe",25,25,"2259_2014",2259,"f","day",183,47,31,13,92,139,44,60,123,0.256830601092896,0.169398907103825,0.0710382513661202,0.502732240437158,0.759562841530055,0.240437158469945,0.327868852459016,0.672131147540984
"2260_2013midnight.25.82023","roe",25,25,"2260_2013",2260,"m","night",185,123,33,9,20,143,42,132,53,0.664864864864865,0.178378378378378,0.0486486486486487,0.108108108108108,0.772972972972973,0.227027027027027,0.713513513513514,0.286486486486487
"2260_2013noon.25.82024","roe",25,25,"2260_2013",2260,"m","day",182,43,105,9,25,68,114,52,130,0.236263736263736,0.576923076923077,0.0494505494505494,0.137362637362637,0.373626373626374,0.626373626373626,0.285714285714286,0.714285714285714
"2264_2013midnight.25.82390","roe",25,25,"2264_2013",2264,"f","night",185,181,0,1,3,184,1,182,3,0.978378378378378,0,0.00540540540540541,0.0162162162162162,0.994594594594595,0.00540540540540541,0.983783783783784,0.0162162162162162
"2264_2013noon.25.82391","roe",25,25,"2264_2013",2264,"f","day",184,144,4,4,32,176,8,148,36,0.782608695652174,0.0217391304347826,0.0217391304347826,0.173913043478261,0.956521739130435,0.0434782608695652,0.804347826086957,0.195652173913043
"2264_2014midnight.25.82759","roe",25,25,"2264_2014",2264,"f","night",185,177,1,0,7,184,1,177,8,0.956756756756757,0.00540540540540541,0,0.0378378378378378,0.994594594594595,0.00540540540540541,0.956756756756757,0.0432432432432432
"2264_2014noon.25.82760","roe",25,25,"2264_2014",2264,"f","day",183,111,7,0,65,176,7,111,72,0.60655737704918,0.0382513661202186,0,0.355191256830601,0.961748633879781,0.0382513661202186,0.60655737704918,0.39344262295082
"2265_2013midnight.25.83127","roe",25,25,"2265_2013",2265,"f","night",185,120,20,45,0,120,65,165,20,0.648648648648649,0.108108108108108,0.243243243243243,0,0.648648648648649,0.351351351351351,0.891891891891892,0.108108108108108
"2265_2013noon.25.83128","roe",25,25,"2265_2013",2265,"f","day",184,38,81,57,8,46,138,95,89,0.206521739130435,0.440217391304348,0.309782608695652,0.0434782608695652,0.25,0.75,0.516304347826087,0.483695652173913
"2265_2014midnight.25.83496","roe",25,25,"2265_2014",2265,"f","night",183,141,11,31,0,141,42,172,11,0.770491803278688,0.0601092896174863,0.169398907103825,0,0.770491803278688,0.229508196721311,0.939890710382514,0.0601092896174863
"2265_2014noon.25.83497","roe",25,25,"2265_2014",2265,"f","day",183,21,45,117,0,21,162,138,45,0.114754098360656,0.245901639344262,0.639344262295082,0,0.114754098360656,0.885245901639344,0.754098360655738,0.245901639344262
"2266_2013midnight.25.83862","roe",25,25,"2266_2013",2266,"m","night",185,169,2,2,12,181,4,171,14,0.913513513513514,0.0108108108108108,0.0108108108108108,0.0648648648648649,0.978378378378378,0.0216216216216216,0.924324324324324,0.0756756756756757
"2266_2013noon.25.83863","roe",25,25,"2266_2013",2266,"m","day",184,57,84,6,37,94,90,63,121,0.309782608695652,0.456521739130435,0.0326086956521739,0.201086956521739,0.510869565217391,0.489130434782609,0.342391304347826,0.657608695652174
"2266_2014midnight.25.84231","roe",25,25,"2266_2014",2266,"m","night",185,171,3,4,7,178,7,175,10,0.924324324324324,0.0162162162162162,0.0216216216216216,0.0378378378378378,0.962162162162162,0.0378378378378378,0.945945945945946,0.0540540540540541
"2266_2014noon.25.84232","roe",25,25,"2266_2014",2266,"m","day",183,44,84,22,33,77,106,66,117,0.240437158469945,0.459016393442623,0.120218579234973,0.180327868852459,0.420765027322404,0.579234972677596,0.360655737704918,0.639344262295082
"2267_2013midnight.25.84599","roe",25,25,"2267_2013",2267,"f","night",185,182,0,3,0,182,3,185,0,0.983783783783784,0,0.0162162162162162,0,0.983783783783784,0.0162162162162162,1,0
"2267_2013noon.25.84600","roe",25,25,"2267_2013",2267,"f","day",184,138,3,43,0,138,46,181,3,0.75,0.016304347826087,0.233695652173913,0,0.75,0.25,0.983695652173913,0.016304347826087
"2267_2014midnight.25.84968","roe",25,25,"2267_2014",2267,"f","night",185,184,0,1,0,184,1,185,0,0.994594594594595,0,0.00540540540540541,0,0.994594594594595,0.00540540540540541,1,0
"2267_2014noon.25.84969","roe",25,25,"2267_2014",2267,"f","day",184,149,3,32,0,149,35,181,3,0.809782608695652,0.016304347826087,0.173913043478261,0,0.809782608695652,0.190217391304348,0.983695652173913,0.016304347826087
"2274_2013midnight.25.85337","roe",25,25,"2274_2013",2274,"f","night",185,112,50,15,8,120,65,127,58,0.605405405405405,0.27027027027027,0.0810810810810811,0.0432432432432432,0.648648648648649,0.351351351351351,0.686486486486486,0.313513513513514
"2274_2013noon.25.85338","roe",25,25,"2274_2013",2274,"f","day",184,23,135,14,12,35,149,37,147,0.125,0.733695652173913,0.0760869565217391,0.0652173913043478,0.190217391304348,0.809782608695652,0.201086956521739,0.798913043478261
"2274_2014midnight.25.85706","roe",25,25,"2274_2014",2274,"f","night",185,107,54,11,13,120,65,118,67,0.578378378378378,0.291891891891892,0.0594594594594595,0.0702702702702703,0.648648648648649,0.351351351351351,0.637837837837838,0.362162162162162
"2274_2014noon.25.85707","roe",25,25,"2274_2014",2274,"f","day",184,30,131,11,12,42,142,41,143,0.16304347826087,0.71195652173913,0.0597826086956522,0.0652173913043478,0.228260869565217,0.771739130434783,0.222826086956522,0.777173913043478
"2279_2013midnight.25.86075","roe",25,25,"2279_2013",2279,"m","night",185,113,29,13,30,143,42,126,59,0.610810810810811,0.156756756756757,0.0702702702702703,0.162162162162162,0.772972972972973,0.227027027027027,0.681081081081081,0.318918918918919
"2279_2013noon.25.86076","roe",25,25,"2279_2013",2279,"m","day",183,5,157,8,13,18,165,13,170,0.0273224043715847,0.85792349726776,0.0437158469945355,0.0710382513661202,0.0983606557377049,0.901639344262295,0.0710382513661202,0.92896174863388
"2279_2014midnight.25.86443","roe",25,25,"2279_2014",2279,"m","night",185,138,20,13,14,152,33,151,34,0.745945945945946,0.108108108108108,0.0702702702702703,0.0756756756756757,0.821621621621622,0.178378378378378,0.816216216216216,0.183783783783784
"2279_2014noon.25.86444","roe",25,25,"2279_2014",2279,"m","day",184,21,144,10,9,30,154,31,153,0.114130434782609,0.782608695652174,0.0543478260869565,0.0489130434782609,0.16304347826087,0.83695652173913,0.168478260869565,0.831521739130435
"2281_2013midnight.25.86812","roe",25,25,"2281_2013",2281,"f","night",185,33,7,0,145,178,7,33,152,0.178378378378378,0.0378378378378378,0,0.783783783783784,0.962162162162162,0.0378378378378378,0.178378378378378,0.821621621621622
"2281_2013noon.25.86813","roe",25,25,"2281_2013",2281,"f","day",183,7,33,1,142,149,34,8,175,0.0382513661202186,0.180327868852459,0.00546448087431694,0.775956284153005,0.814207650273224,0.185792349726776,0.0437158469945355,0.956284153005464
"2281_2014midnight.25.87180","roe",25,25,"2281_2014",2281,"f","night",185,108,36,7,34,142,43,115,70,0.583783783783784,0.194594594594595,0.0378378378378378,0.183783783783784,0.767567567567568,0.232432432432432,0.621621621621622,0.378378378378378
"2281_2014noon.25.87181","roe",25,25,"2281_2014",2281,"f","day",184,25,88,4,67,92,92,29,155,0.135869565217391,0.478260869565217,0.0217391304347826,0.364130434782609,0.5,0.5,0.157608695652174,0.842391304347826
"2282_2013midnight.25.87549","roe",25,25,"2282_2013",2282,"f","night",185,111,65,8,1,112,73,119,66,0.6,0.351351351351351,0.0432432432432432,0.00540540540540541,0.605405405405405,0.394594594594595,0.643243243243243,0.356756756756757
"2282_2013noon.25.87550","roe",25,25,"2282_2013",2282,"f","day",184,2,177,4,1,3,181,6,178,0.0108695652173913,0.96195652173913,0.0217391304347826,0.00543478260869565,0.016304347826087,0.983695652173913,0.0326086956521739,0.967391304347826
"2282_2014midnight.25.87918","roe",25,25,"2282_2014",2282,"f","night",185,98,60,25,2,100,85,123,62,0.52972972972973,0.324324324324324,0.135135135135135,0.0108108108108108,0.540540540540541,0.459459459459459,0.664864864864865,0.335135135135135
"2282_2014noon.25.87919","roe",25,25,"2282_2014",2282,"f","day",183,1,169,12,1,2,181,13,170,0.00546448087431694,0.923497267759563,0.0655737704918033,0.00546448087431694,0.0109289617486339,0.989071038251366,0.0710382513661202,0.92896174863388
"2283_2013midnight.25.88286","roe",25,25,"2283_2013",2283,"f","night",185,14,118,1,52,66,119,15,170,0.0756756756756757,0.637837837837838,0.00540540540540541,0.281081081081081,0.356756756756757,0.643243243243243,0.0810810810810811,0.918918918918919
"2283_2013noon.25.88287","roe",25,25,"2283_2013",2283,"f","day",184,6,156,1,21,27,157,7,177,0.0326086956521739,0.847826086956522,0.00543478260869565,0.114130434782609,0.146739130434783,0.853260869565217,0.0380434782608696,0.96195652173913
"2285_2013midnight.25.88655","roe",25,25,"2285_2013",2285,"m","night",185,147,15,23,0,147,38,170,15,0.794594594594595,0.0810810810810811,0.124324324324324,0,0.794594594594595,0.205405405405405,0.918918918918919,0.0810810810810811
"2285_2013noon.25.88656","roe",25,25,"2285_2013",2285,"m","day",184,29,102,45,8,37,147,74,110,0.157608695652174,0.554347826086957,0.244565217391304,0.0434782608695652,0.201086956521739,0.798913043478261,0.402173913043478,0.597826086956522
"2287_2012midnight.25.89024","roe",25,25,"2287_2012",2287,"f","night",184,163,9,3,9,172,12,166,18,0.885869565217391,0.0489130434782609,0.016304347826087,0.0489130434782609,0.934782608695652,0.0652173913043478,0.902173913043478,0.0978260869565217
"2287_2012noon.25.89025","roe",25,25,"2287_2012",2287,"f","day",184,88,56,24,16,104,80,112,72,0.478260869565217,0.304347826086957,0.130434782608696,0.0869565217391304,0.565217391304348,0.434782608695652,0.608695652173913,0.391304347826087
"2287_2013midnight.25.89392","roe",25,25,"2287_2013",2287,"f","night",185,171,4,6,4,175,10,177,8,0.924324324324324,0.0216216216216216,0.0324324324324324,0.0216216216216216,0.945945945945946,0.0540540540540541,0.956756756756757,0.0432432432432432
"2287_2013noon.25.89393","roe",25,25,"2287_2013",2287,"f","day",184,62,26,17,79,141,43,79,105,0.33695652173913,0.141304347826087,0.0923913043478261,0.429347826086957,0.766304347826087,0.233695652173913,0.429347826086957,0.570652173913043
"2288_2013midnight.25.89761","roe",25,25,"2288_2013",2288,"f","night",185,61,87,7,30,91,94,68,117,0.32972972972973,0.47027027027027,0.0378378378378378,0.162162162162162,0.491891891891892,0.508108108108108,0.367567567567568,0.632432432432432
"2288_2013noon.25.89762","roe",25,25,"2288_2013",2288,"f","day",184,13,144,9,18,31,153,22,162,0.0706521739130435,0.782608695652174,0.0489130434782609,0.0978260869565217,0.168478260869565,0.831521739130435,0.119565217391304,0.880434782608696
"2289_2013midnight.25.90130","roe",25,25,"2289_2013",2289,"m","night",182,52,72,4,54,106,76,56,126,0.285714285714286,0.395604395604396,0.021978021978022,0.296703296703297,0.582417582417582,0.417582417582418,0.307692307692308,0.692307692307692
"2289_2013noon.25.90131","roe",25,25,"2289_2013",2289,"m","day",182,23,104,7,48,71,111,30,152,0.126373626373626,0.571428571428571,0.0384615384615385,0.263736263736264,0.39010989010989,0.60989010989011,0.164835164835165,0.835164835164835
"2290_2014midnight.25.90494","roe",25,25,"2290_2014",2290,"m","night",185,145,16,5,19,164,21,150,35,0.783783783783784,0.0864864864864865,0.027027027027027,0.102702702702703,0.886486486486487,0.113513513513514,0.810810810810811,0.189189189189189
"2290_2014noon.25.90495","roe",25,25,"2290_2014",2290,"m","day",184,33,73,22,56,89,95,55,129,0.179347826086957,0.396739130434783,0.119565217391304,0.304347826086957,0.483695652173913,0.516304347826087,0.298913043478261,0.701086956521739
"2292_2013midnight.25.90863","roe",25,25,"2292_2013",2292,"m","night",181,137,22,11,11,148,33,148,33,0.756906077348066,0.121546961325967,0.0607734806629834,0.0607734806629834,0.81767955801105,0.18232044198895,0.81767955801105,0.18232044198895
"2292_2013noon.25.90864","roe",25,25,"2292_2013",2292,"m","day",182,72,63,12,35,107,75,84,98,0.395604395604396,0.346153846153846,0.0659340659340659,0.192307692307692,0.587912087912088,0.412087912087912,0.461538461538462,0.538461538461538
"2292_2014midnight.25.91226","roe",25,25,"2292_2014",2292,"m","night",185,153,13,15,4,157,28,168,17,0.827027027027027,0.0702702702702703,0.0810810810810811,0.0216216216216216,0.848648648648649,0.151351351351351,0.908108108108108,0.0918918918918919
"2292_2014noon.25.91227","roe",25,25,"2292_2014",2292,"m","day",184,59,59,52,14,73,111,111,73,0.320652173913043,0.320652173913043,0.282608695652174,0.0760869565217391,0.396739130434783,0.603260869565217,0.603260869565217,0.396739130434783
"2294_2013midnight.25.91595","roe",25,25,"2294_2013",2294,"f","night",185,140,22,13,10,150,35,153,32,0.756756756756757,0.118918918918919,0.0702702702702703,0.0540540540540541,0.810810810810811,0.189189189189189,0.827027027027027,0.172972972972973
"2294_2013noon.25.91596","roe",25,25,"2294_2013",2294,"f","day",184,60,79,28,17,77,107,88,96,0.326086956521739,0.429347826086957,0.152173913043478,0.0923913043478261,0.418478260869565,0.581521739130435,0.478260869565217,0.521739130434783
"2295_2013midnight.25.91964","roe",25,25,"2295_2013",2295,"f","night",185,88,51,17,29,117,68,105,80,0.475675675675676,0.275675675675676,0.0918918918918919,0.156756756756757,0.632432432432432,0.367567567567568,0.567567567567568,0.432432432432432
"2295_2013noon.25.91965","roe",25,25,"2295_2013",2295,"f","day",184,15,114,41,14,29,155,56,128,0.0815217391304348,0.619565217391304,0.222826086956522,0.0760869565217391,0.157608695652174,0.842391304347826,0.304347826086957,0.695652173913043
"2295_2014midnight.25.92333","roe",25,25,"2295_2014",2295,"f","night",185,125,26,15,19,144,41,140,45,0.675675675675676,0.140540540540541,0.0810810810810811,0.102702702702703,0.778378378378378,0.221621621621622,0.756756756756757,0.243243243243243
"2295_2014noon.25.92334","roe",25,25,"2295_2014",2295,"f","day",184,21,123,18,22,43,141,39,145,0.114130434782609,0.668478260869565,0.0978260869565217,0.119565217391304,0.233695652173913,0.766304347826087,0.21195652173913,0.78804347826087
"2296_2012midnight.25.92702","roe",25,25,"2296_2012",2296,"f","night",185,121,33,12,19,140,45,133,52,0.654054054054054,0.178378378378378,0.0648648648648649,0.102702702702703,0.756756756756757,0.243243243243243,0.718918918918919,0.281081081081081
"2296_2012noon.25.92703","roe",25,25,"2296_2012",2296,"f","day",184,63,82,27,12,75,109,90,94,0.342391304347826,0.445652173913043,0.146739130434783,0.0652173913043478,0.407608695652174,0.592391304347826,0.489130434782609,0.510869565217391
"2296_2013midnight.25.93071","roe",25,25,"2296_2013",2296,"f","night",184,141,13,13,17,158,26,154,30,0.766304347826087,0.0706521739130435,0.0706521739130435,0.0923913043478261,0.858695652173913,0.141304347826087,0.83695652173913,0.16304347826087
"2296_2013noon.25.93072","roe",25,25,"2296_2013",2296,"f","day",183,53,75,35,20,73,110,88,95,0.289617486338798,0.409836065573771,0.191256830601093,0.109289617486339,0.398907103825137,0.601092896174863,0.480874316939891,0.519125683060109
"2298_2012midnight.25.93438","roe",25,25,"2298_2012",2298,"f","night",185,180,2,0,3,183,2,180,5,0.972972972972973,0.0108108108108108,0,0.0162162162162162,0.989189189189189,0.0108108108108108,0.972972972972973,0.027027027027027
"2298_2012noon.25.93439","roe",25,25,"2298_2012",2298,"f","day",184,97,10,8,69,166,18,105,79,0.527173913043478,0.0543478260869565,0.0434782608695652,0.375,0.902173913043478,0.0978260869565217,0.570652173913043,0.429347826086957
"2298_2013midnight.25.93807","roe",25,25,"2298_2013",2298,"f","night",185,162,0,1,22,184,1,163,22,0.875675675675676,0,0.00540540540540541,0.118918918918919,0.994594594594595,0.00540540540540541,0.881081081081081,0.118918918918919
"2298_2013noon.25.93808","roe",25,25,"2298_2013",2298,"f","day",184,90,12,8,74,164,20,98,86,0.489130434782609,0.0652173913043478,0.0434782608695652,0.402173913043478,0.891304347826087,0.108695652173913,0.532608695652174,0.467391304347826
"2300_2013midnight.25.94176","roe",25,25,"2300_2013",2300,"m","night",185,143,25,1,16,159,26,144,41,0.772972972972973,0.135135135135135,0.00540540540540541,0.0864864864864865,0.859459459459459,0.140540540540541,0.778378378378378,0.221621621621622
"2300_2013noon.25.94177","roe",25,25,"2300_2013",2300,"m","day",184,124,31,10,19,143,41,134,50,0.673913043478261,0.168478260869565,0.0543478260869565,0.103260869565217,0.777173913043478,0.222826086956522,0.728260869565217,0.271739130434783
"2301_2013midnight.25.94545","roe",25,25,"2301_2013",2301,"f","night",185,180,0,4,1,181,4,184,1,0.972972972972973,0,0.0216216216216216,0.00540540540540541,0.978378378378378,0.0216216216216216,0.994594594594595,0.00540540540540541
"2301_2013noon.25.94546","roe",25,25,"2301_2013",2301,"f","day",184,165,1,12,6,171,13,177,7,0.896739130434783,0.00543478260869565,0.0652173913043478,0.0326086956521739,0.929347826086957,0.0706521739130435,0.96195652173913,0.0380434782608696
"2301_2014midnight.25.94914","roe",25,25,"2301_2014",2301,"f","night",185,177,0,8,0,177,8,185,0,0.956756756756757,0,0.0432432432432432,0,0.956756756756757,0.0432432432432432,1,0
"2301_2014noon.25.94915","roe",25,25,"2301_2014",2301,"f","day",184,151,1,29,3,154,30,180,4,0.820652173913043,0.00543478260869565,0.157608695652174,0.016304347826087,0.83695652173913,0.16304347826087,0.978260869565217,0.0217391304347826
"2302_2013midnight.25.95283","roe",25,25,"2302_2013",2302,"m","night",185,128,22,5,30,158,27,133,52,0.691891891891892,0.118918918918919,0.027027027027027,0.162162162162162,0.854054054054054,0.145945945945946,0.718918918918919,0.281081081081081
"2302_2013noon.25.95284","roe",25,25,"2302_2013",2302,"m","day",184,34,84,12,54,88,96,46,138,0.184782608695652,0.456521739130435,0.0652173913043478,0.293478260869565,0.478260869565217,0.521739130434783,0.25,0.75
"2302_2014midnight.25.95652","roe",25,25,"2302_2014",2302,"m","night",185,146,10,2,27,173,12,148,37,0.789189189189189,0.0540540540540541,0.0108108108108108,0.145945945945946,0.935135135135135,0.0648648648648649,0.8,0.2
"2302_2014noon.25.95653","roe",25,25,"2302_2014",2302,"m","day",184,41,72,17,54,95,89,58,126,0.222826086956522,0.391304347826087,0.0923913043478261,0.293478260869565,0.516304347826087,0.483695652173913,0.315217391304348,0.684782608695652
"2303_2013midnight.25.96021","roe",25,25,"2303_2013",2303,"f","night",185,181,0,4,0,181,4,185,0,0.978378378378378,0,0.0216216216216216,0,0.978378378378378,0.0216216216216216,1,0
"2303_2013noon.25.96022","roe",25,25,"2303_2013",2303,"f","day",184,128,5,33,18,146,38,161,23,0.695652173913043,0.0271739130434783,0.179347826086957,0.0978260869565217,0.793478260869565,0.206521739130435,0.875,0.125
"2305_2013midnight.25.96390","roe",25,25,"2305_2013",2305,"m","night",185,163,8,2,12,175,10,165,20,0.881081081081081,0.0432432432432432,0.0108108108108108,0.0648648648648649,0.945945945945946,0.0540540540540541,0.891891891891892,0.108108108108108
"2305_2013noon.25.96391","roe",25,25,"2305_2013",2305,"m","day",178,57,79,22,20,77,101,79,99,0.320224719101124,0.443820224719101,0.123595505617978,0.112359550561798,0.432584269662921,0.567415730337079,0.443820224719101,0.556179775280899
"2470_2013midnight.8.96753","roe",8,8,"2470_2013",2470,"f","night",175,164,1,10,0,164,11,174,1,0.937142857142857,0.00571428571428571,0.0571428571428571,0,0.937142857142857,0.0628571428571429,0.994285714285714,0.00571428571428571
"2470_2013noon.8.96754","roe",8,8,"2470_2013",2470,"f","day",144,81,0,63,0,81,63,144,0,0.5625,0,0.4375,0,0.5625,0.4375,1,0
"2471_2013midnight.8.97072","roe",8,8,"2471_2013",2471,"m","night",180,177,0,3,0,177,3,180,0,0.983333333333333,0,0.0166666666666667,0,0.983333333333333,0.0166666666666667,1,0
"2471_2013noon.8.97073","roe",8,8,"2471_2013",2471,"m","day",151,111,0,40,0,111,40,151,0,0.735099337748344,0,0.264900662251656,0,0.735099337748344,0.264900662251656,1,0
"2472_2013midnight.8.97403","roe",8,8,"2472_2013",2472,"m","night",184,176,1,4,3,179,5,180,4,0.956521739130435,0.00543478260869565,0.0217391304347826,0.016304347826087,0.972826086956522,0.0271739130434783,0.978260869565217,0.0217391304347826
"2472_2013noon.8.97404","roe",8,8,"2472_2013",2472,"m","day",182,140,2,39,1,141,41,179,3,0.769230769230769,0.010989010989011,0.214285714285714,0.00549450549450549,0.774725274725275,0.225274725274725,0.983516483516483,0.0164835164835165
"2473_2013midnight.8.97769","roe",8,8,"2473_2013",2473,"f","night",180,173,0,7,0,173,7,180,0,0.961111111111111,0,0.0388888888888889,0,0.961111111111111,0.0388888888888889,1,0
"2473_2013noon.8.97770","roe",8,8,"2473_2013",2473,"f","day",164,131,1,32,0,131,33,163,1,0.798780487804878,0.00609756097560976,0.195121951219512,0,0.798780487804878,0.201219512195122,0.99390243902439,0.00609756097560976
"2476_2013midnight.8.98113","roe",8,8,"2476_2013",2476,"f","night",184,183,1,0,0,183,1,183,1,0.994565217391304,0.00543478260869565,0,0,0.994565217391304,0.00543478260869565,0.994565217391304,0.00543478260869565
"2476_2013noon.8.98114","roe",8,8,"2476_2013",2476,"f","day",183,170,2,11,0,170,13,181,2,0.92896174863388,0.0109289617486339,0.0601092896174863,0,0.92896174863388,0.0710382513661202,0.989071038251366,0.0109289617486339
"2478_2013midnight.8.98480","roe",8,8,"2478_2013",2478,"f","night",161,122,20,18,1,123,38,140,21,0.757763975155279,0.124223602484472,0.111801242236025,0.0062111801242236,0.763975155279503,0.236024844720497,0.869565217391304,0.130434782608696
"2478_2013noon.8.98481","roe",8,8,"2478_2013",2478,"f","day",138,63,30,43,2,65,73,106,32,0.456521739130435,0.217391304347826,0.311594202898551,0.0144927536231884,0.471014492753623,0.528985507246377,0.768115942028985,0.231884057971014
"2479_2013midnight.8.98779","roe",8,8,"2479_2013",2479,"f","night",171,146,6,19,0,146,25,165,6,0.853801169590643,0.0350877192982456,0.111111111111111,0,0.853801169590643,0.146198830409357,0.964912280701754,0.0350877192982456
"2479_2013noon.8.98780","roe",8,8,"2479_2013",2479,"f","day",151,124,6,21,0,124,27,145,6,0.821192052980132,0.0397350993377483,0.139072847682119,0,0.821192052980132,0.178807947019868,0.960264900662252,0.0397350993377483
"2480_2013midnight.8.99101","roe",8,8,"2480_2013",2480,"f","night",146,28,105,12,1,29,117,40,106,0.191780821917808,0.719178082191781,0.0821917808219178,0.00684931506849315,0.198630136986301,0.801369863013699,0.273972602739726,0.726027397260274
"2480_2013noon.8.99102","roe",8,8,"2480_2013",2480,"f","day",115,13,73,29,0,13,102,42,73,0.11304347826087,0.634782608695652,0.252173913043478,0,0.11304347826087,0.88695652173913,0.365217391304348,0.634782608695652
"2481_2013midnight.8.99362","roe",8,8,"2481_2013",2481,"f","night",180,168,9,2,1,169,11,170,10,0.933333333333333,0.05,0.0111111111111111,0.00555555555555556,0.938888888888889,0.0611111111111111,0.944444444444444,0.0555555555555556
"2481_2013noon.8.99363","roe",8,8,"2481_2013",2481,"f","day",164,100,54,10,0,100,64,110,54,0.609756097560976,0.329268292682927,0.0609756097560976,0,0.609756097560976,0.390243902439024,0.670731707317073,0.329268292682927
"2483_2013midnight.8.99706","roe",8,8,"2483_2013",2483,"m","night",176,167,1,6,2,169,7,173,3,0.948863636363636,0.00568181818181818,0.0340909090909091,0.0113636363636364,0.960227272727273,0.0397727272727273,0.982954545454545,0.0170454545454545
"2483_2013noon.8.99707","roe",8,8,"2483_2013",2483,"m","day",164,113,9,41,1,114,50,154,10,0.689024390243902,0.0548780487804878,0.25,0.00609756097560976,0.695121951219512,0.304878048780488,0.939024390243902,0.0609756097560976
"2484_2013midnight.8.100046","roe",8,8,"2484_2013",2484,"m","night",179,125,30,1,23,148,31,126,53,0.698324022346369,0.167597765363128,0.00558659217877095,0.128491620111732,0.826815642458101,0.173184357541899,0.70391061452514,0.29608938547486
"2484_2013noon.8.100047","roe",8,8,"2484_2013",2484,"m","day",146,28,92,5,21,49,97,33,113,0.191780821917808,0.63013698630137,0.0342465753424658,0.143835616438356,0.335616438356164,0.664383561643836,0.226027397260274,0.773972602739726
"2485_2013midnight.8.100371","roe",8,8,"2485_2013",2485,"m","night",172,138,18,0,16,154,18,138,34,0.802325581395349,0.104651162790698,0,0.0930232558139535,0.895348837209302,0.104651162790698,0.802325581395349,0.197674418604651
"2485_2013noon.8.100372","roe",8,8,"2485_2013",2485,"m","day",123,15,78,4,26,41,82,19,104,0.121951219512195,0.634146341463415,0.032520325203252,0.211382113821138,0.333333333333333,0.666666666666667,0.154471544715447,0.845528455284553
"2488_2013midnight.8.100666","roe",8,8,"2488_2013",2488,"f","night",184,177,0,7,0,177,7,184,0,0.96195652173913,0,0.0380434782608696,0,0.96195652173913,0.0380434782608696,1,0
"2488_2013noon.8.100667","roe",8,8,"2488_2013",2488,"f","day",178,147,0,31,0,147,31,178,0,0.825842696629214,0,0.174157303370787,0,0.825842696629214,0.174157303370787,1,0
"2489_2013midnight.8.101028","roe",8,8,"2489_2013",2489,"f","night",181,175,0,6,0,175,6,181,0,0.966850828729282,0,0.0331491712707182,0,0.966850828729282,0.0331491712707182,1,0
"2489_2013noon.8.101029","roe",8,8,"2489_2013",2489,"f","day",155,123,0,32,0,123,32,155,0,0.793548387096774,0,0.206451612903226,0,0.793548387096774,0.206451612903226,1,0
"2490_2013midnight.8.101364","roe",8,8,"2490_2013",2490,"f","night",179,177,0,2,0,177,2,179,0,0.988826815642458,0,0.0111731843575419,0,0.988826815642458,0.0111731843575419,1,0
"2490_2013noon.8.101365","roe",8,8,"2490_2013",2490,"f","day",150,133,0,17,0,133,17,150,0,0.886666666666667,0,0.113333333333333,0,0.886666666666667,0.113333333333333,1,0
"2491_2013midnight.8.101693","roe",8,8,"2491_2013",2491,"f","night",183,67,99,5,12,79,104,72,111,0.366120218579235,0.540983606557377,0.0273224043715847,0.0655737704918033,0.431693989071038,0.568306010928962,0.39344262295082,0.60655737704918
"2491_2013noon.8.101694","roe",8,8,"2491_2013",2491,"f","day",179,10,157,9,3,13,166,19,160,0.0558659217877095,0.877094972067039,0.0502793296089385,0.0167597765363128,0.0726256983240224,0.927374301675978,0.106145251396648,0.893854748603352
"2496_2013midnight.8.102055","roe",8,8,"2496_2013",2496,"m","night",184,155,1,28,0,155,29,183,1,0.842391304347826,0.00543478260869565,0.152173913043478,0,0.842391304347826,0.157608695652174,0.994565217391304,0.00543478260869565
"2496_2013noon.8.102056","roe",8,8,"2496_2013",2496,"m","day",178,134,2,42,0,134,44,176,2,0.752808988764045,0.0112359550561798,0.235955056179775,0,0.752808988764045,0.247191011235955,0.98876404494382,0.0112359550561798
