"","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop"
"1717_2005midnight.8.7905","roe",8,8,"1717_2005",1717,"f","night",178,178,0,0,0,178,0,178,0,1,0,0,0,1,0,1,0
"1717_2005noon.8.7906","roe",8,8,"1717_2005",1717,"f","day",148,135,8,3,2,137,11,138,10,0.912162162162162,0.0540540540540541,0.0202702702702703,0.0135135135135135,0.925675675675676,0.0743243243243243,0.932432432432432,0.0675675675675676
"1726_2006midnight.8.8231","roe",8,8,"1726_2006",1726,"m","night",166,127,0,39,0,127,39,166,0,0.765060240963855,0,0.234939759036145,0,0.765060240963855,0.234939759036145,1,0
"1726_2006noon.8.8232","roe",8,8,"1726_2006",1726,"m","day",147,36,0,109,2,38,109,145,2,0.244897959183673,0,0.741496598639456,0.0136054421768707,0.258503401360544,0.741496598639456,0.986394557823129,0.0136054421768707
"1727_2006midnight.8.8544","roe",8,8,"1727_2006",1727,"m","night",160,145,1,14,0,145,15,159,1,0.90625,0.00625,0.0875,0,0.90625,0.09375,0.99375,0.00625
"1727_2006noon.8.8545","roe",8,8,"1727_2006",1727,"m","day",122,74,15,32,1,75,47,106,16,0.60655737704918,0.122950819672131,0.262295081967213,0.00819672131147541,0.614754098360656,0.385245901639344,0.868852459016393,0.131147540983607
"1728_2006midnight.8.8826","roe",8,8,"1728_2006",1728,"f","night",162,100,0,62,0,100,62,162,0,0.617283950617284,0,0.382716049382716,0,0.617283950617284,0.382716049382716,1,0
"1728_2006noon.8.8827","roe",8,8,"1728_2006",1728,"f","day",141,64,1,76,0,64,77,140,1,0.453900709219858,0.00709219858156028,0.539007092198582,0,0.453900709219858,0.546099290780142,0.99290780141844,0.00709219858156028
"1728_2011midnight.8.9129","roe",8,8,"1728_2011",1728,"f","night",182,137,0,45,0,137,45,182,0,0.752747252747253,0,0.247252747252747,0,0.752747252747253,0.247252747252747,1,0
"1728_2011noon.8.9130","roe",8,8,"1728_2011",1728,"f","day",168,68,0,100,0,68,100,168,0,0.404761904761905,0,0.595238095238095,0,0.404761904761905,0.595238095238095,1,0
"1730_2006midnight.8.9479","roe",8,8,"1730_2006",1730,"f","night",177,132,0,45,0,132,45,177,0,0.745762711864407,0,0.254237288135593,0,0.745762711864407,0.254237288135593,1,0
"1730_2006noon.8.9480","roe",8,8,"1730_2006",1730,"f","day",163,53,0,110,0,53,110,163,0,0.325153374233129,0,0.674846625766871,0,0.325153374233129,0.674846625766871,1,0
"1731_2006midnight.8.9819","roe",8,8,"1731_2006",1731,"f","night",151,119,0,32,0,119,32,151,0,0.788079470198676,0,0.211920529801325,0,0.788079470198676,0.211920529801325,1,0
"1731_2006noon.8.9820","roe",8,8,"1731_2006",1731,"f","day",112,44,0,68,0,44,68,112,0,0.392857142857143,0,0.607142857142857,0,0.392857142857143,0.607142857142857,1,0
"1732_2006midnight.8.10082","roe",8,8,"1732_2006",1732,"f","night",144,116,0,28,0,116,28,144,0,0.805555555555556,0,0.194444444444444,0,0.805555555555556,0.194444444444444,1,0
"1732_2006noon.8.10085","roe",8,8,"1732_2006",1732,"f","day",118,53,0,65,0,53,65,118,0,0.449152542372881,0,0.550847457627119,0,0.449152542372881,0.550847457627119,1,0
"1733_2006midnight.8.10344","roe",8,8,"1733_2006",1733,"f","night",178,110,54,5,9,119,59,115,63,0.617977528089888,0.303370786516854,0.0280898876404494,0.050561797752809,0.668539325842697,0.331460674157303,0.646067415730337,0.353932584269663
"1733_2006noon.8.10345","roe",8,8,"1733_2006",1733,"f","day",162,24,93,26,19,43,119,50,112,0.148148148148148,0.574074074074074,0.160493827160494,0.117283950617284,0.265432098765432,0.734567901234568,0.308641975308642,0.691358024691358
"1734_2006midnight.8.10684","roe",8,8,"1734_2006",1734,"f","night",183,173,0,10,0,173,10,183,0,0.945355191256831,0,0.0546448087431694,0,0.945355191256831,0.0546448087431694,1,0
"1734_2006noon.8.10685","roe",8,8,"1734_2006",1734,"f","day",167,134,0,33,0,134,33,167,0,0.802395209580838,0,0.197604790419162,0,0.802395209580838,0.197604790419162,1,0
"1735_2006midnight.8.11034","roe",8,8,"1735_2006",1735,"m","night",180,173,0,7,0,173,7,180,0,0.961111111111111,0,0.0388888888888889,0,0.961111111111111,0.0388888888888889,1,0
"1735_2006noon.8.11035","roe",8,8,"1735_2006",1735,"m","day",165,148,0,17,0,148,17,165,0,0.896969696969697,0,0.103030303030303,0,0.896969696969697,0.103030303030303,1,0
"1737_2006midnight.8.11379","roe",8,8,"1737_2006",1737,"m","night",171,116,35,4,16,132,39,120,51,0.678362573099415,0.204678362573099,0.0233918128654971,0.0935672514619883,0.771929824561403,0.228070175438596,0.701754385964912,0.298245614035088
"1737_2006noon.8.11380","roe",8,8,"1737_2006",1737,"m","day",133,44,38,12,39,83,50,56,77,0.330827067669173,0.285714285714286,0.0902255639097744,0.293233082706767,0.62406015037594,0.37593984962406,0.421052631578947,0.578947368421053
"1738_2006midnight.8.11683","roe",8,8,"1738_2006",1738,"m","night",172,171,0,1,0,171,1,172,0,0.994186046511628,0,0.00581395348837209,0,0.994186046511628,0.00581395348837209,1,0
"1738_2006noon.8.11684","roe",8,8,"1738_2006",1738,"m","day",168,160,0,7,1,161,7,167,1,0.952380952380952,0,0.0416666666666667,0.00595238095238095,0.958333333333333,0.0416666666666667,0.994047619047619,0.00595238095238095
"1739_2006midnight.8.12023","roe",8,8,"1739_2006",1739,"m","night",181,178,0,3,0,178,3,181,0,0.983425414364641,0,0.0165745856353591,0,0.983425414364641,0.0165745856353591,1,0
"1739_2006noon.8.12024","roe",8,8,"1739_2006",1739,"m","day",164,159,0,5,0,159,5,164,0,0.969512195121951,0,0.0304878048780488,0,0.969512195121951,0.0304878048780488,1,0
"1740_2006midnight.8.12368","roe",8,8,"1740_2006",1740,"m","night",177,158,13,1,5,163,14,159,18,0.892655367231638,0.0734463276836158,0.00564971751412429,0.0282485875706215,0.92090395480226,0.0790960451977401,0.898305084745763,0.101694915254237
"1740_2006noon.8.12369","roe",8,8,"1740_2006",1740,"m","day",138,62,63,1,12,74,64,63,75,0.449275362318841,0.456521739130435,0.0072463768115942,0.0869565217391304,0.536231884057971,0.463768115942029,0.456521739130435,0.543478260869565
"1741_2006midnight.8.12683","roe",8,8,"1741_2006",1741,"m","night",176,161,0,15,0,161,15,176,0,0.914772727272727,0,0.0852272727272727,0,0.914772727272727,0.0852272727272727,1,0
"1741_2006noon.8.12684","roe",8,8,"1741_2006",1741,"m","day",163,154,3,6,0,154,9,160,3,0.94478527607362,0.0184049079754601,0.0368098159509202,0,0.94478527607362,0.0552147239263804,0.98159509202454,0.0184049079754601
"1742_2006midnight.8.13022","roe",8,8,"1742_2006",1742,"m","night",159,84,33,34,8,92,67,118,41,0.528301886792453,0.207547169811321,0.213836477987421,0.050314465408805,0.578616352201258,0.421383647798742,0.742138364779874,0.257861635220126
"1742_2006noon.8.13023","roe",8,8,"1742_2006",1742,"m","day",150,47,52,34,17,64,86,81,69,0.313333333333333,0.346666666666667,0.226666666666667,0.113333333333333,0.426666666666667,0.573333333333333,0.54,0.46
"1743_2006midnight.8.13331","roe",8,8,"1743_2006",1743,"f","night",178,166,0,12,0,166,12,178,0,0.932584269662921,0,0.0674157303370786,0,0.932584269662921,0.0674157303370786,1,0
"1743_2006noon.8.13332","roe",8,8,"1743_2006",1743,"f","day",156,110,2,44,0,110,46,154,2,0.705128205128205,0.0128205128205128,0.282051282051282,0,0.705128205128205,0.294871794871795,0.987179487179487,0.0128205128205128
"1744_2007midnight.8.13665","roe",8,8,"1744_2007",1744,"f","night",184,178,0,6,0,178,6,184,0,0.967391304347826,0,0.0326086956521739,0,0.967391304347826,0.0326086956521739,1,0
"1744_2007noon.8.13666","roe",8,8,"1744_2007",1744,"f","day",169,109,0,60,0,109,60,169,0,0.644970414201183,0,0.355029585798817,0,0.644970414201183,0.355029585798817,1,0
"1745_2007midnight.8.14018","roe",8,8,"1745_2007",1745,"f","night",175,166,0,9,0,166,9,175,0,0.948571428571429,0,0.0514285714285714,0,0.948571428571429,0.0514285714285714,1,0
"1745_2007noon.8.14019","roe",8,8,"1745_2007",1745,"f","day",159,94,0,65,0,94,65,159,0,0.591194968553459,0,0.408805031446541,0,0.591194968553459,0.408805031446541,1,0
"1746_2007midnight.8.14352","roe",8,8,"1746_2007",1746,"f","night",182,171,1,10,0,171,11,181,1,0.93956043956044,0.00549450549450549,0.0549450549450549,0,0.93956043956044,0.0604395604395604,0.994505494505495,0.00549450549450549
"1746_2007noon.8.14353","roe",8,8,"1746_2007",1746,"f","day",156,129,9,16,2,131,25,145,11,0.826923076923077,0.0576923076923077,0.102564102564103,0.0128205128205128,0.83974358974359,0.16025641025641,0.92948717948718,0.0705128205128205
"1748_2007midnight.8.14690","roe",8,8,"1748_2007",1748,"f","night",179,177,0,2,0,177,2,179,0,0.988826815642458,0,0.0111731843575419,0,0.988826815642458,0.0111731843575419,1,0
"1748_2007noon.8.14691","roe",8,8,"1748_2007",1748,"f","day",157,152,0,5,0,152,5,157,0,0.968152866242038,0,0.0318471337579618,0,0.968152866242038,0.0318471337579618,1,0
"1750_2007midnight.8.15026","roe",8,8,"1750_2007",1750,"m","night",183,172,0,11,0,172,11,183,0,0.939890710382514,0,0.0601092896174863,0,0.939890710382514,0.0601092896174863,1,0
"1750_2007noon.8.15027","roe",8,8,"1750_2007",1750,"m","day",156,107,16,29,4,111,45,136,20,0.685897435897436,0.102564102564103,0.185897435897436,0.0256410256410256,0.711538461538462,0.288461538461538,0.871794871794872,0.128205128205128
"1752_2007midnight.8.15365","roe",8,8,"1752_2007",1752,"f","night",170,156,1,12,1,157,13,168,2,0.917647058823529,0.00588235294117647,0.0705882352941176,0.00588235294117647,0.923529411764706,0.0764705882352941,0.988235294117647,0.0117647058823529
"1752_2007noon.8.15366","roe",8,8,"1752_2007",1752,"f","day",147,72,24,50,1,73,74,122,25,0.489795918367347,0.163265306122449,0.340136054421769,0.00680272108843537,0.496598639455782,0.503401360544218,0.829931972789116,0.170068027210884
"1753_2007midnight.8.15682","roe",8,8,"1753_2007",1753,"f","night",163,86,3,74,0,86,77,160,3,0.52760736196319,0.0184049079754601,0.45398773006135,0,0.52760736196319,0.47239263803681,0.98159509202454,0.0184049079754601
"1753_2007noon.8.15684","roe",8,8,"1753_2007",1753,"f","day",128,19,4,105,0,19,109,124,4,0.1484375,0.03125,0.8203125,0,0.1484375,0.8515625,0.96875,0.03125
"1754_2007midnight.8.15973","roe",8,8,"1754_2007",1754,"f","night",181,176,0,5,0,176,5,181,0,0.972375690607735,0,0.0276243093922652,0,0.972375690607735,0.0276243093922652,1,0
"1754_2007noon.8.15974","roe",8,8,"1754_2007",1754,"f","day",166,125,1,39,1,126,40,164,2,0.753012048192771,0.00602409638554217,0.234939759036145,0.00602409638554217,0.759036144578313,0.240963855421687,0.987951807228916,0.0120481927710843
"1755_2007midnight.8.16320","roe",8,8,"1755_2007",1755,"f","night",179,179,0,0,0,179,0,179,0,1,0,0,0,1,0,1,0
"1755_2007noon.8.16321","roe",8,8,"1755_2007",1755,"f","day",165,165,0,0,0,165,0,165,0,1,0,0,0,1,0,1,0
"1756_2007midnight.8.16664","roe",8,8,"1756_2007",1756,"m","night",180,136,12,23,9,145,35,159,21,0.755555555555556,0.0666666666666667,0.127777777777778,0.05,0.805555555555556,0.194444444444444,0.883333333333333,0.116666666666667
"1756_2007noon.8.16665","roe",8,8,"1756_2007",1756,"m","day",171,94,34,32,11,105,66,126,45,0.549707602339181,0.198830409356725,0.187134502923977,0.064327485380117,0.614035087719298,0.385964912280702,0.736842105263158,0.263157894736842
"1757_2007midnight.8.17015","roe",8,8,"1757_2007",1757,"m","night",165,124,25,7,9,133,32,131,34,0.751515151515151,0.151515151515152,0.0424242424242424,0.0545454545454545,0.806060606060606,0.193939393939394,0.793939393939394,0.206060606060606
"1757_2007noon.8.17016","roe",8,8,"1757_2007",1757,"m","day",149,100,21,15,13,113,36,115,34,0.671140939597315,0.140939597315436,0.100671140939597,0.087248322147651,0.758389261744966,0.241610738255034,0.771812080536913,0.228187919463087
"1758_2007midnight.8.17329","roe",8,8,"1758_2007",1758,"f","night",181,172,0,9,0,172,9,181,0,0.950276243093923,0,0.0497237569060773,0,0.950276243093923,0.0497237569060773,1,0
"1758_2007noon.8.17330","roe",8,8,"1758_2007",1758,"f","day",173,117,0,56,0,117,56,173,0,0.676300578034682,0,0.323699421965318,0,0.676300578034682,0.323699421965318,1,0
"1759_2007midnight.8.17683","roe",8,8,"1759_2007",1759,"m","night",180,166,0,14,0,166,14,180,0,0.922222222222222,0,0.0777777777777778,0,0.922222222222222,0.0777777777777778,1,0
"1759_2007noon.8.17684","roe",8,8,"1759_2007",1759,"m","day",167,75,1,86,5,80,87,161,6,0.449101796407186,0.00598802395209581,0.514970059880239,0.029940119760479,0.479041916167665,0.520958083832335,0.964071856287425,0.0359281437125748
"1761_2007midnight.8.18030","roe",8,8,"1761_2007",1761,"f","night",180,178,0,2,0,178,2,180,0,0.988888888888889,0,0.0111111111111111,0,0.988888888888889,0.0111111111111111,1,0
"1761_2007noon.8.18031","roe",8,8,"1761_2007",1761,"f","day",169,162,0,7,0,162,7,169,0,0.958579881656805,0,0.0414201183431953,0,0.958579881656805,0.0414201183431953,1,0
"1762_2007midnight.8.18379","roe",8,8,"1762_2007",1762,"f","night",176,160,0,16,0,160,16,176,0,0.909090909090909,0,0.0909090909090909,0,0.909090909090909,0.0909090909090909,1,0
"1762_2007noon.8.18380","roe",8,8,"1762_2007",1762,"f","day",155,127,0,28,0,127,28,155,0,0.819354838709677,0,0.180645161290323,0,0.819354838709677,0.180645161290323,1,0
"1763_2007midnight.8.18710","roe",8,8,"1763_2007",1763,"f","night",168,127,0,41,0,127,41,168,0,0.755952380952381,0,0.244047619047619,0,0.755952380952381,0.244047619047619,1,0
"1763_2007noon.8.18711","roe",8,8,"1763_2007",1763,"f","day",151,76,0,75,0,76,75,151,0,0.503311258278146,0,0.496688741721854,0,0.503311258278146,0.496688741721854,1,0
"1764_2007midnight.8.19029","roe",8,8,"1764_2007",1764,"f","night",173,163,0,10,0,163,10,173,0,0.942196531791908,0,0.0578034682080925,0,0.942196531791908,0.0578034682080925,1,0
"1764_2007noon.8.19030","roe",8,8,"1764_2007",1764,"f","day",159,136,0,23,0,136,23,159,0,0.855345911949686,0,0.144654088050314,0,0.855345911949686,0.144654088050314,1,0
"1765_2008midnight.8.19362","roe",8,8,"1765_2008",1765,"m","night",132,0,132,0,0,0,132,0,132,0,1,0,0,0,1,0,1
"1765_2008noon.8.19361","roe",8,8,"1765_2008",1765,"m","day",132,0,132,0,0,0,132,0,132,0,1,0,0,0,1,0,1
