Collar ID,Acq. Time [UTC],SCTS [UTC],Origin,Latitude[deg],Longitude[deg],Altitude[m],DOP,Fix Type,Mortality Status,Temp[°C],Main[V],Beacon [V],Animal
21759,2023-08-05 14:01:24,2023-08-05 14:05:24,Iridium,36.99795,-122.12464,236,2.4,3D Validated,Nothing Detected,21,3.28,3.6,25F
21759,2023-08-05 10:01:00,2023-08-05 14:05:24,Iridium,36.99833,-122.12490,203,2.4,3D Validated,Nothing Detected,19,3.28,3.6,25F
21759,2023-08-05 06:00:37,2023-08-05 14:05:24,Iridium,36.99240,-122.13135,173,2,3D Validated,Nothing Detected,20,3.36,3.6,25F
21759,2023-08-05 02:01:06,2023-08-05 14:05:24,Iridium,36.99323,-122.12677,127,4.2,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-04 18:01:08,2023-08-06 14:05:57,Iridium,36.99778,-122.11970,219,3.2,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-04 14:01:08,2023-08-06 14:06:09,Iridium,36.99236,-122.11513,153,2.4,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-04 06:01:26,2023-08-04 10:06:39,Iridium,36.99059,-122.10392,164,3.2,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-04 02:00:39,2023-08-04 10:06:39,Iridium,36.97199,-122.09309,72,2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-03 18:01:08,2023-08-06 14:06:35,Iridium,36.97044,-122.09111,49,2.8,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-03 14:01:10,2023-08-06 14:06:35,Iridium,36.96799,-122.09332,67,5,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-03 10:00:39,2023-08-06 14:06:35,Iridium,36.96455,-122.08946,18,2.2,3D Validated,Nothing Detected,19,3.28,3.6,25F
21759,2023-08-03 06:00:39,2023-08-06 14:06:46,Iridium,36.95740,-122.08156,-11,4.2,3D Validated,Nothing Detected,18,3.36,3.6,25F
21759,2023-08-03 02:01:33,2023-08-06 14:06:46,Iridium,36.95638,-122.08012,7,3.6,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-02 14:00:39,2023-08-02 14:05:24,Iridium,36.95648,-122.08004,-1,5.6,3D Validated,Nothing Detected,23,3.28,3.6,25F
21759,2023-08-02 10:00:39,2023-08-02 14:05:24,Iridium,36.95644,-122.08008,11,2.2,3D Validated,Nothing Detected,22,3.36,3.6,25F
21759,2023-08-02 06:01:10,2023-08-02 14:05:24,Iridium,36.95643,-122.08016,5,2.4,3D Validated,Nothing Detected,24,3.28,3.6,25F
21759,2023-08-02 02:00:39,2023-08-02 14:05:24,Iridium,36.95645,-122.08006,2,3.6,3D Validated,Nothing Detected,22,3.28,3.6,25F
21759,2023-08-01 10:00:39,2023-08-01 10:05:37,Iridium,36.95645,-122.08005,0,1.2,3D Validated,Nothing Detected,25,3.28,3.6,25F
21759,2023-08-01 06:00:56,2023-08-01 10:05:37,Iridium,36.95647,-122.07999,0,4.8,3D Validated,Nothing Detected,20,3.28,3.6,25F
21759,2023-08-01 02:01:05,2023-08-01 10:05:37,Iridium,36.95633,-122.08034,21,5.6,3D Validated,Nothing Detected,23,3.28,3.6,25F
